experiment,scenario_label,scenario,site_type,demand_regime,capacity_pct,n_slots_home,n_slots_work,n_slots_public,seed,policy,family,reliability_pct,failure_count,mandatory_events,urgent_trip_reliability_pct,urgent_trip_failure_count,urgent_trip_events,delivered_kwh_per_vehicle,total_delivered_kwh,peak_demand_kw,mean_demand_kw,coincidence_factor,peak_to_average_ratio,load_factor,line_loss_proxy_kw2h,capacity_kw_proxy,overload_hours_proxy,p95_wait_minutes,mean_wait_minutes,max_queue_length,mean_queue_length,queue_abandonments_location_total,queue_abandonments_timeout_total,action_counts,idle_action_count,normal_request_action_count,flexible_request_action_count,other_action_count,idle_action_share,normal_request_action_share,flexible_request_action_share,cheap_window_request_share,charge_above_target_request_share,claim_boundary,request_count,admitted_count,requested_not_delivered_count,critical_request_count,critical_request_served_count,critical_request_missed_count,optional_request_count,optional_request_served_count,optional_request_missed_count,critical_requested_not_delivered_count,flexible_requested_not_delivered_count,scarce_hour_count,scarce_request_count,scarce_unserved_count,oversubscription_vehicle_steps,queue_rejection_count,cheap_window_request_count,charge_above_target_request_count,low_laxity_missed_charge_count,horizon_hours,driver_behavior,fleet_policy,grid_policy,multi_actor_description,energy_cost_usd,ramp_p95_kw,demand_charge_exposure_usd_month_25,delivered_ratio_vs_ll,peak_ratio_vs_ll,critical_rnd_delta_vs_ll,oversub_delta_vs_ll,reliability_delta_vs_ll_pp,p95_wait_delta_vs_ll_min,energy_matched_1pct,energy_matched_2pct,service_gate_pass,classification,anchor_policy,driver_service_pass,fleet_queue_pass,fleet_cost_pass,fleet_operation_pass,grid_peak_pass,grid_shape_pass,grid_pass,all_pass,final_acceptability_class,actor_failure_pattern,first_failed_layer,requested_not_delivered_delta_vs_anchor,mean_queue_delta_vs_anchor,max_queue_delta_vs_anchor,energy_cost_ratio_vs_anchor,energy_cost_delta_usd_vs_anchor,demand_charge_ratio_vs_anchor,demand_charge_delta_usd_month_25_vs_anchor,peak_to_average_ratio_vs_anchor,ramp_p95_ratio_vs_anchor,load_factor_delta_vs_anchor,squared_load_proxy_ratio_vs_anchor,mean_compliance_probability,noncompliance_share,fleet_recommended_request_count,grid_adjusted_request_count,actual_request_count_driver_layer,grid_deferred_request_count,queue_high_timesteps,queue_avoidance_count,cheap_window_actual_request_share,severity_level,severity_label,service_family_decision,actual_to_fleet_request_ratio
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4541,D_Severity2Moderate__F_ServiceFirst__G_PeakPenalty,multi_actor,79.00552486187846,722,3439,79.00552486187846,722,3439,156.87787409684788,12550.22992774783,177.0,53.67857142857143,3.2974051896207586,3.2974051896207586,0.3032687651331719,2876788.0,129.6,30,240.0,63.75,11,0.12648809523809523,28,0,"[50600, 0, 1568, 1592]",50600,1568,0,1592,0.9412202380952381,0.029166666666666667,0.0,0.28164556962025317,0.3848101265822785,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",3160,3126,1070,18634,1988,16646,164,153,11,1067,0,86,524,198,91,28,890,1216,15628,672,Severity2Moderate,FleetServiceFirst,GridPeakPenalty,Direct multi-actor severity level 2 (moderate_deviation) with FleetServiceFirst and GridPeakPenalty; keep_probability=0.8.,3818070.007297017,93.0,4425.0,0.9450928645521918,0.8939393939393939,1067,91,-0.20354754289037658,240.0,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,1070.0,0.12648809523809523,-3.0,0.9418015134376002,-235937.07680816902,0.8939393939393939,-525.0,0.5436941773019618,1.631578947368421,0.13838330337271015,2.025238143176655,0.7999999999999998,0.2005394345238095,1980.0,1961.0,3160.0,19.0,86.0,0.0,0.28164556962025317,2,moderate_deviation,ServiceFirst/Balanced merged family,1.595959595959596
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4541,D_Severity2Moderate__F_ServiceGridWeighted__G_NoGrid,multi_actor,79.64524571096248,700,3439,79.64524571096248,700,3439,156.90149107954204,12552.119286363362,198.0,54.46577380952381,3.635310510641786,3.635310510641786,0.2750796657046657,2965577.0,129.6,37,240.0,76.5,15,0.15178571428571427,46,0,"[50533, 0, 1583, 1644]",50533,1583,0,1644,0.9399739583333333,0.029445684523809523,0.0,0.2857142857142857,0.393244499535172,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",3227,3177,1138,18634,1989,16645,196,152,44,1137,0,106,669,244,110,46,922,1269,15560,672,Severity2Moderate,FleetServiceGridWeighted,NoGridIncentive,Direct multi-actor severity level 2 (moderate_deviation) with FleetServiceGridWeighted and NoGridIncentive; keep_probability=0.8.,3807595.701750014,78.5,4950.0,0.9452351423715146,1.0,1137,110,0.4361733061936519,240.0,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,1138.0,0.15178571428571427,1.0,0.9392178214682225,-246411.3823551722,1.0,0.0,0.5994098521898309,1.3771929824561404,0.11019420394420393,2.0877449631072555,0.7999999999999998,0.19745163690476192,1929.0,1929.0,3227.0,0.0,106.0,0.0,0.2857142857142857,2,moderate_deviation,strong service-grid baseline,1.6728875064800415
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4541,D_Severity2Moderate__F_ServiceGridWeighted__G_PeakPenalty,multi_actor,78.56935155568479,737,3439,78.56935155568479,737,3439,156.93165754793458,12554.532603834767,177.0,55.09970238095238,3.2123585491668245,3.2123585491668245,0.3112977535647027,3014479.0,129.6,38,242.99999999999983,72.0,12,0.14285714285714285,32,0,"[50524, 0, 1562, 1674]",50524,1562,0,1674,0.9398065476190476,0.029055059523809525,0.0,0.2941903584672435,0.40080346106304077,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",3236,3201,1142,18634,2004,16630,183,151,32,1140,0,102,624,232,105,32,952,1297,15549,672,Severity2Moderate,FleetServiceGridWeighted,GridPeakPenalty,Direct multi-actor severity level 2 (moderate_deviation) with FleetServiceGridWeighted and GridPeakPenalty; keep_probability=0.8.,3824084.4150964017,93.0,4425.0,0.9454168768206246,0.8939393939393939,1140,105,-0.6397208490840427,242.99999999999983,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,1142.0,0.14285714285714285,-2.0,0.9432850845499857,-229922.66900878446,0.8939393939393939,-525.0,0.5296712227195389,1.631578947368421,0.14641229180424092,2.122171620781587,0.7999999999999998,0.20225074404761906,1946.0,1927.0,3236.0,19.0,102.0,0.0,0.2941903584672435,2,moderate_deviation,strong service-grid baseline,1.6628982528263103
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4541,D_Severity3Severe__F_ServiceFirst__G_NoGrid,multi_actor,79.9360279150916,690,3439,79.9360279150916,690,3439,153.28854870496428,12263.083896397144,198.0,92.18154761904762,2.147935298485778,2.147935298485778,0.4655633718133718,7017272.0,129.6,140,240.0,94.5,14,0.1875,44,0,"[48700, 0, 1392, 3668]",48700,1392,0,3668,0.9058779761904762,0.025892857142857145,0.0,0.35375494071146246,0.6258893280632412,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",5060,5004,2960,18634,1984,16650,158,144,14,2705,0,130,1114,600,139,44,1790,3167,14015,672,Severity3Severe,FleetServiceFirst,NoGridIncentive,Direct multi-actor severity level 3 (severe_deviation) with FleetServiceFirst and NoGridIncentive; keep_probability=0.55.,3695033.401705177,100.0,4950.0,0.9234693830003511,1.0,2705,139,0.7269555103227674,240.0,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,2960.0,0.1875,0.0,0.9114521324327575,-358973.68240000913,1.0,0.0,0.35416330352242276,1.7543859649122806,0.30067791005291006,4.940109217448604,0.5499999999999999,0.4532552083333333,1900.0,1900.0,5060.0,0.0,130.0,0.0,0.35375494071146246,3,severe_deviation,ServiceFirst/Balanced merged family,2.663157894736842
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4541,D_Severity3Severe__F_ServiceFirst__G_PeakPenalty,multi_actor,79.49985460889793,705,3439,79.49985460889793,705,3439,153.00591230392402,12240.472984313921,184.0,90.03869047619048,2.043565927346048,2.043565927346048,0.4893407091097309,6795502.0,129.6,149,360.0,105.75,14,0.20982142857142858,53,0,"[48694, 0, 1381, 3685]",48694,1381,0,3685,0.9057663690476191,0.025688244047619047,0.0,0.3507698381365969,0.6271219897354915,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",5066,5001,2967,18634,1994,16640,163,145,18,2722,0,143,1234,684,155,53,1777,3177,13992,672,Severity3Severe,FleetServiceFirst,GridPeakPenalty,Direct multi-actor severity level 3 (severe_deviation) with FleetServiceFirst and GridPeakPenalty; keep_probability=0.55.,3710822.8048094576,100.0,4600.0,0.9217666722297999,0.9292929292929293,2722,155,0.2907822041291013,360.0,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,2967.0,0.20982142857142858,0.0,0.91534689698958,-343184.27929572854,0.9292929292929293,-350.0,0.3369543115683994,1.7543859649122806,0.3244552473492691,4.783984726171426,0.5499999999999999,0.4466703869047619,1884.0,1868.0,5066.0,16.0,143.0,0.0,0.3507698381365969,3,severe_deviation,ServiceFirst/Balanced merged family,2.68895966029724
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4541,D_Severity3Severe__F_ServiceGridWeighted__G_NoGrid,multi_actor,79.99418435591743,688,3439,79.99418435591743,688,3439,152.6437779883519,12211.502239068152,198.0,89.6875,2.2076655052264806,2.2076655052264806,0.4529671717171717,6758578.0,129.6,142,240.0,93.0,16,0.18452380952380953,51,0,"[48747, 0, 1407, 3606]",48747,1407,0,3606,0.9067522321428572,0.026171875,0.0,0.36146020347097546,0.6235786953919809,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",5013,4955,2925,18634,1975,16659,185,141,44,2671,0,121,1063,560,137,51,1812,3126,14053,672,Severity3Severe,FleetServiceGridWeighted,NoGridIncentive,Direct multi-actor severity level 3 (severe_deviation) with FleetServiceGridWeighted and NoGridIncentive; keep_probability=0.55.,3696550.3630842757,107.0,4950.0,0.9195850353378733,1.0,2671,137,0.7851119511485933,240.0,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,2925.0,0.18452380952380953,2.0,0.911826320574916,-357456.7210209104,1.0,0.0,0.3640119462419114,1.8771929824561404,0.28808170995670995,4.757990494688726,0.5499999999999999,0.452734375,1905.0,1905.0,5013.0,0.0,121.0,0.0,0.36146020347097546,3,severe_deviation,strong service-grid baseline,2.631496062992126
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4541,D_Severity3Severe__F_ServiceGridWeighted__G_PeakPenalty,multi_actor,79.64524571096248,700,3439,79.64524571096248,700,3439,152.22545961000768,12178.036768800614,198.0,90.67708333333333,2.1835726593911544,2.1835726593911544,0.4579650673400673,6841569.0,129.6,145,300.0,102.0,14,0.20238095238095238,51,0,"[48694, 0, 1416, 3650]",48694,1416,0,3650,0.9057663690476191,0.026339285714285714,0.0,0.3541255428345835,0.628503750493486,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",5066,5007,2996,18634,1961,16673,197,145,52,2715,0,135,1177,642,146,51,1794,3184,14032,672,Severity3Severe,FleetServiceGridWeighted,GridPeakPenalty,Direct multi-actor severity level 3 (severe_deviation) with FleetServiceGridWeighted and GridPeakPenalty; keep_probability=0.55.,3689832.8419821607,107.0,4950.0,0.9170649239661441,1.0,2715,146,0.4361733061936519,300.0,False,False,False,harmful by under-delivery,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,2996.0,0.20238095238095238,0.0,0.9101693128384339,-364174.24212302547,1.0,0.0,0.36003938623123,1.8771929824561404,0.29307960557960555,4.8164155641552195,0.5499999999999999,0.4478608630952381,1896.0,1881.0,5066.0,15.0,135.0,0.0,0.3541255428345835,3,severe_deviation,strong service-grid baseline,2.6719409282700424
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,LeastLaxity,anchor,84.38499563826693,537,3439,84.38499563826693,537,3439,196.8519564866522,15748.156518932175,198.0,41.36607142857143,4.78653140513706,4.78653140513706,0.20891955266955267,2167000.0,129.6,34,0.0,0.0,14,0.0,0,0,"[51257, 0, 2503, 0]",51257,2503,0,0,0.9534412202380952,0.04655877976190476,0.0,0.19896124650419497,0.0,"Behavior Applied Energy package v1; behavior proxies are imposed perturbations, not measured traits.",2503,2503,0,21306,2239,19067,272,264,8,0,0,0,0,0,0,0,498,0,19067,672,FullyCompliant,FleetServiceFirst,NoGridIncentive,LeastLaxity anchor used for paired thresholds.,4873009.20412267,64.0,4950.0,1.0,1.0,0,0,0.0,0.0,True,True,True,anchor,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,comparator,ServiceFirst/Balanced merged family,
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,D_Severity0Full__F_ServiceFirst__G_NoGrid,multi_actor,84.38499563826693,537,3439,84.38499563826693,537,3439,196.8519564866522,15748.156518932175,198.0,41.36607142857143,4.78653140513706,4.78653140513706,0.20891955266955267,2167000.0,129.6,34,0.0,0.0,14,0.0,0,0,"[51257, 0, 2503, 0]",51257,2503,0,0,0.9534412202380952,0.04655877976190476,0.0,0.19896124650419497,0.0,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",2503,2503,0,21306,2239,19067,272,264,8,0,0,0,0,0,0,0,498,0,19067,672,Severity0Full,FleetServiceFirst,NoGridIncentive,Direct multi-actor severity level 0 (full_compliance) with FleetServiceFirst and NoGridIncentive; keep_probability=1.0.,4873009.20412267,64.0,4950.0,1.0,1.0,0,0,0.0,0.0,True,True,True,service-tolerated,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2503.0,2503.0,2503.0,0.0,0.0,0.0,0.19896124650419497,0,full_compliance,ServiceFirst/Balanced merged family,1.0
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,D_Severity0Full__F_ServiceFirst__G_PeakPenalty,multi_actor,84.38499563826693,537,3439,84.38499563826693,537,3439,196.8519564866522,15748.156518932175,170.0,41.36607142857143,4.109648176127779,4.109648176127779,0.24332983193277313,2141912.0,129.6,34,0.0,0.0,10,0.0,0,0,"[51257, 0, 2503, 0]",51257,2503,0,0,0.9534412202380952,0.04655877976190476,0.0,0.19456652017578904,0.0,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",2503,2503,0,21306,2239,19067,272,264,8,0,0,0,0,0,0,0,487,0,19067,672,Severity0Full,FleetServiceFirst,GridPeakPenalty,Direct multi-actor severity level 0 (full_compliance) with FleetServiceFirst and GridPeakPenalty; keep_probability=1.0.,4882225.084011877,64.0,4250.0,1.0,0.8585858585858586,0,0,0.0,0.0,True,True,True,service-tolerated,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,-4.0,1.0018912092104013,9215.87988920696,0.8585858585858586,-700.0,0.8585858585858587,1.0,0.03441027926322046,0.988422704199354,1.0,0.0,2526.0,2503.0,2503.0,23.0,0.0,0.0,0.19456652017578904,0,full_compliance,ServiceFirst/Balanced merged family,0.9908946951702297
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,D_Severity0Full__F_ServiceGridWeighted__G_NoGrid,multi_actor,84.38499563826693,537,3439,84.38499563826693,537,3439,196.8519564866522,15748.156518932175,198.0,41.36607142857143,4.78653140513706,4.78653140513706,0.20891955266955267,2170024.0,129.6,35,0.0,0.0,14,0.0,0,0,"[51257, 0, 2503, 0]",51257,2503,0,0,0.9534412202380952,0.04655877976190476,0.0,0.20255693168198163,0.0,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",2503,2503,0,21306,2245,19061,319,258,61,0,0,0,0,0,0,0,507,0,19061,672,Severity0Full,FleetServiceGridWeighted,NoGridIncentive,Direct multi-actor severity level 0 (full_compliance) with FleetServiceGridWeighted and NoGridIncentive; keep_probability=1.0.,4852921.712891193,64.0,4950.0,1.0,1.0,0,0,0.0,0.0,True,True,True,service-tolerated,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,0.0,0.9958778056042902,-20087.491231476888,1.0,0.0,1.0,1.0,0.0,1.0013954776188279,1.0,0.0,2503.0,2503.0,2503.0,0.0,0.0,0.0,0.20255693168198163,0,full_compliance,strong service-grid baseline,1.0
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,D_Severity0Full__F_ServiceGridWeighted__G_PeakPenalty,multi_actor,84.38499563826693,537,3439,84.38499563826693,537,3439,196.8519564866522,15748.156518932175,170.0,41.36607142857143,4.109648176127779,4.109648176127779,0.24332983193277313,2144936.0,129.6,35,0.0,0.0,10,0.0,0,0,"[51257, 0, 2503, 0]",51257,2503,0,0,0.9534412202380952,0.04655877976190476,0.0,0.1981622053535757,0.0,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",2503,2503,0,21306,2245,19061,319,258,61,0,0,0,0,0,0,0,496,0,19061,672,Severity0Full,FleetServiceGridWeighted,GridPeakPenalty,Direct multi-actor severity level 0 (full_compliance) with FleetServiceGridWeighted and GridPeakPenalty; keep_probability=1.0.,4862137.5927804,64.0,4250.0,1.0,0.8585858585858586,0,0,0.0,0.0,True,True,True,service-tolerated,LeastLaxity,True,True,True,True,True,True,True,True,mutually_acceptable,all_pass,none,0.0,0.0,-4.0,0.9977690148146915,-10871.611342269927,0.8585858585858586,-700.0,0.8585858585858587,1.0,0.03441027926322046,0.9898181818181818,1.0,0.0,2526.0,2503.0,2503.0,23.0,0.0,0.0,0.1981622053535757,0,full_compliance,strong service-grid baseline,0.9908946951702297
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,D_Severity1Mild__F_ServiceFirst__G_NoGrid,multi_actor,83.80343123000873,557,3439,83.80343123000873,557,3439,194.92680347830657,15594.144278264524,198.0,47.669642857142854,4.153586814010114,4.153586814010114,0.240755772005772,2569826.0,129.6,38,120.0,19.5,14,0.03869047619047619,6,0,"[50909, 0, 2339, 512]",50909,2339,0,512,0.946968005952381,0.04350818452380952,0.0,0.21325850578744301,0.14626446860750614,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",2851,2844,279,21306,2334,18972,273,257,16,279,0,26,161,38,26,6,608,417,18712,672,Severity1Mild,FleetServiceFirst,NoGridIncentive,Direct multi-actor severity level 1 (mild_deviation) with FleetServiceFirst and NoGridIncentive; keep_probability=0.95.,4806473.321294468,71.0,4950.0,0.9902203003581721,1.0,279,26,-0.5815644082582025,120.0,True,True,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,279.0,0.03869047619047619,0.0,0.9863460379323906,-66535.8828282021,1.0,0.0,0.8677654991571455,1.109375,0.03183621933621933,1.1858910936778957,0.95,0.05079985119047619,2440.0,2440.0,2851.0,0.0,26.0,0.0,0.21325850578744301,1,mild_deviation,ServiceFirst/Balanced merged family,1.1684426229508196
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,D_Severity1Mild__F_ServiceFirst__G_PeakPenalty,multi_actor,84.2686827566153,541,3439,84.2686827566153,541,3439,195.11963022332057,15609.570417865645,177.0,47.226190476190474,3.747920342828334,3.747920342828334,0.26681463545870326,2553548.0,129.6,43,120.0,20.25,11,0.04017857142857143,9,0,"[50925, 0, 2335, 500]",50925,2335,0,500,0.947265625,0.04343377976190476,0.0,0.21164021164021163,0.13862433862433862,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",2835,2826,256,21307,2338,18969,266,259,7,255,0,27,195,44,27,9,600,393,18731,672,Severity1Mild,FleetServiceFirst,GridPeakPenalty,Direct multi-actor severity level 1 (mild_deviation) with FleetServiceFirst and GridPeakPenalty; keep_probability=0.95.,4831062.870129412,78.0,4425.0,0.991199852446226,0.8939393939393939,255,27,-0.11631288165162346,120.0,True,True,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,256.0,0.04017857142857143,-3.0,0.9913921086055469,-41946.333993257955,0.8939393939393939,-525.0,0.783013841464812,1.21875,0.05789508278915059,1.1783793262574989,0.95,0.04914434523809524,2454.0,2432.0,2835.0,22.0,27.0,0.0,0.21164021164021163,1,mild_deviation,ServiceFirst/Balanced merged family,1.1552567237163813
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,D_Severity1Mild__F_ServiceGridWeighted__G_NoGrid,multi_actor,84.5594649607444,531,3439,84.5594649607444,531,3439,193.7021817975745,15496.174543805959,198.0,46.407738095238095,4.266529853139229,4.266529853139229,0.23438251563251564,2479462.0,129.6,34,120.0,21.75,14,0.043154761904761904,16,0,"[50972, 0, 2330, 458]",50972,2330,0,458,0.948139880952381,0.04334077380952381,0.0,0.22094691535150646,0.12697274031563846,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",2788,2772,240,21304,2307,18997,312,254,58,240,0,29,174,43,29,16,616,354,18770,672,Severity1Mild,FleetServiceGridWeighted,NoGridIncentive,Direct multi-actor severity level 1 (mild_deviation) with FleetServiceGridWeighted and NoGridIncentive; keep_probability=0.95.,4768822.27741605,71.0,4950.0,0.983999271608503,1.0,240,29,0.17446932247747782,120.0,False,True,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,240.0,0.043154761904761904,0.0,0.9786195916440144,-104186.92670661956,1.0,0.0,0.89136150836914,1.109375,0.025462962962962965,1.144191047531149,0.95,0.04938616071428571,2433.0,2433.0,2788.0,0.0,29.0,0.0,0.22094691535150646,1,mild_deviation,strong service-grid baseline,1.1459103986847514
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,D_Severity1Mild__F_ServiceGridWeighted__G_PeakPenalty,multi_actor,84.15236987496365,545,3439,84.15236987496365,545,3439,194.65573763957164,15572.45901116573,198.0,47.08482142857143,4.205176827533895,4.205176827533895,0.23780212842712845,2561315.0,129.6,39,120.0,21.75,14,0.043154761904761904,9,0,"[50957, 0, 2339, 464]",50957,2339,0,464,0.9478608630952381,0.04350818452380952,0.0,0.21476988940420977,0.13021762397431325,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",2803,2794,241,21306,2327,18979,314,255,59,241,0,28,189,45,29,9,602,365,18758,672,Severity1Mild,FleetServiceGridWeighted,GridPeakPenalty,Direct multi-actor severity level 1 (mild_deviation) with FleetServiceGridWeighted and GridPeakPenalty; keep_probability=0.95.,4803204.199512482,86.0,4950.0,0.9888432968293639,1.0,241,29,-0.23262576330327533,120.0,False,True,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,241.0,0.043154761904761904,0.0,0.985675174889649,-69805.0046101883,1.0,0.0,0.8785436617047501,1.34375,0.028882575757575774,1.181963544070143,0.95,0.05001860119047619,2449.0,2427.0,2803.0,22.0,28.0,0.0,0.21476988940420977,1,mild_deviation,strong service-grid baseline,1.1445487954267048
multi_actor_v2,multi_actor_v2_caltech_sce_cap35,metro_caltech_sce,campus/workplace,multi-actor compact weekly matrix,35,14,2,2,4542,D_Severity2Moderate__F_ServiceFirst__G_NoGrid,multi_actor,83.97790055248619,551,3439,83.97790055248619,551,3439,188.1050314072251,15048.40251257801,198.0,65.9389880952381,3.0027758344429145,3.0027758344429145,0.33302519240019246,4200525.0,129.6,66,240.0,69.75,14,0.13839285714285715,33,0,"[49978, 0, 1916, 1866]",49978,1916,0,1866,0.9296502976190476,0.03563988095238095,0.0,0.2451084082496034,0.38445267054468535,"Operational multi-actor scenario; not causal human behavior, global optimization, filed tariff billing, or site-specific feeder validation.",3782,3744,1215,21304,2378,18926,268,244,24,1212,0,86,651,230,95,33,927,1454,17768,672,Severity2Moderate,FleetServiceFirst,NoGridIncentive,Direct multi-actor severity level 2 (moderate_deviation) with FleetServiceFirst and NoGridIncentive; keep_probability=0.8.,4642178.275186131,100.0,4950.0,0.9555659733561237,1.0,1212,95,-0.40709508578073894,240.0,False,False,False,harmful by priority distortion,LeastLaxity,False,False,True,False,True,False,False,False,not_mutually_acceptable,driver_fleet_grid_fail,driver,1215.0,0.13839285714285715,0.0,0.9526307217435068,-230830.92893653922,1.0,0.0,0.6273385840987564,1.5625,0.12410563973063979,1.9384056299030918,0.7999999999999998,0.19856770833333334,2347.0,2347.0,3782.0,0.0,86.0,0.0,0.2451084082496034,2,moderate_deviation,ServiceFirst/Balanced merged family,1.6114188325521943
