seed,car,arrival_hour,dwell_h,kwh
4541,53,7,1.0,15.321102132030061
4541,53,18,6.0,16.995752199501645
4541,53,6,14.0,12.085409276691577
4541,53,17,12.0,5.132044913750678
4541,54,6,12.0,2.774359910838607
4541,54,7,5.0,10.054934196937005
4541,54,8,5.0,17.118263941245605
4541,54,16,14.0,42.814129532143184
4541,54,8,8.0,4.179536745002601
4541,55,12,7.0,10.150020292876452
4541,55,12,6.0,13.546542629452809
4541,55,9,1.0,10.943693155009026
4541,55,14,14.0,35.949565860502396
4541,55,7,6.0,2.9725299927762396
4541,55,14,5.0,21.63089900874412
4541,56,7,7.0,5.291979248959878
4541,56,5,4.0,18.13991625405865
4541,56,11,4.0,7.549356892454192
4541,56,8,9.0,6.957229980587532
4541,56,7,6.0,8.09952931581652
4541,57,8,7.0,16.08032671866941
4541,57,6,13.0,37.76598842565275
4541,57,7,7.0,2.9192733632948418
4541,57,11,9.0,10.26531620226932
4541,57,10,6.0,7.375117958340951
4541,58,6,7.0,45.31150640381783
4541,58,8,4.0,3.0585590507495537
4541,58,7,3.0,4.2159827637436935
4541,58,8,3.0,3.3253132170780324
4541,58,5,14.0,4.321179189821268
4541,58,8,9.0,5.18832482583011
4541,59,10,13.0,1.034155231731509
4541,59,6,3.0,41.54967651857407
4541,59,18,4.0,3.9450241219301656
4541,59,11,3.0,31.008298980597246
4541,59,12,4.0,3.2981013605546
4541,59,6,8.0,1.4043200510145513
4541,60,19,6.0,12.088852252681757
4541,60,18,9.0,13.607816201986152
4541,60,12,4.0,10.750193840577062
4541,60,10,9.0,5.318339783821327
4541,60,8,1.0,20.768558919996135
4541,61,7,3.0,20.919576317804673
4541,61,8,11.0,3.6296276388596738
4541,61,8,5.0,39.95244124874986
4541,61,8,2.0,1.74427327524658
4541,61,15,3.0,29.19107782065189
4541,61,7,5.0,9.683836110902321
4541,61,8,6.0,9.779905498840522
4541,62,5,4.0,15.195689541231571
4541,62,7,7.0,15.248241299853365
4541,62,8,7.0,4.073666023608112
4541,62,20,2.0,12.933868844377857
4541,62,21,8.0,32.44787349660759
4541,62,9,2.0,26.452133679597672
4541,63,14,3.0,5.064779578079227
4541,63,9,3.0,18.402062752319868
4541,63,5,6.0,4.672110209537307
4541,63,14,5.0,27.572643061268575
4541,63,4,3.0,6.609498050920953
4541,63,10,8.0,10.437810343127753
4541,64,10,4.0,11.771309739685433
4541,64,16,3.0,13.060174231169928
4541,64,9,7.0,1.7198914060146864
4541,64,9,14.0,6.500957024668758
4541,64,12,6.0,18.134172651134314
4541,65,6,11.0,25.596618506273334
4541,65,17,4.0,2.4426048779145995
4541,65,5,7.0,6.321847243437714
4541,65,10,7.0,13.294731985234225
4541,65,6,7.0,12.473911452905279
4541,65,7,7.0,5.748080043719935
4541,66,6,11.0,33.406652144195064
4541,66,6,10.0,7.188676724089337
4541,66,12,2.0,13.289362475564053
4541,66,9,3.0,2.886031793786271
4541,66,11,5.0,7.6502770733736085
4541,67,21,16.0,9.72740249537063
4541,67,12,1.0,6.533425535604741
4541,67,6,12.0,1.8283741228369808
4541,67,17,4.0,47.06762059154168
4541,68,7,10.0,33.61951524801774
4541,68,16,14.0,18.816217842761688
4541,68,12,4.0,10.816244464931804
4541,68,7,5.0,2.566568746958755
4541,68,15,8.0,12.685838659076461
4541,68,12,6.0,4.9323176479288
4541,68,15,3.0,13.934113103350173
4541,69,8,1.0,1.0661766705079176
4541,69,15,14.0,10.646367243723637
4541,69,13,1.0,1.832880286784394
4541,69,12,14.0,1.6740876343970092
4541,69,7,7.0,18.178323188883898
4541,70,5,6.0,5.856840356817874
4541,70,12,4.0,1.303162231176092
4541,70,7,14.0,4.997372174124771
4541,70,9,8.0,7.74054564049563
4541,70,8,11.0,16.34341128480434
4541,71,13,1.0,9.075471575163856
4541,71,5,5.0,33.031351750057965
4541,71,6,10.0,13.375120728983303
4541,71,5,6.0,19.586391837535025
4541,71,7,7.0,3.416228847221146
4541,72,14,4.0,7.7671211634664425
4541,72,6,12.0,42.75767867322188
4541,72,14,4.0,12.224749989212263
4541,72,17,3.0,20.883794915368206
4541,72,6,1.0,41.94539531814861
4541,73,21,3.0,12.60880259533513
4541,73,16,1.0,3.6656662424102224
4541,73,7,3.0,9.702955536995285
4541,73,9,4.0,2.3627010255607708
4541,73,8,1.0,3.841983799054731
4541,74,6,8.0,33.6455080572881
4541,74,8,6.0,4.391445885676453
4541,74,15,4.0,4.139219243377215
4541,74,10,7.0,18.545872062065698
4541,74,12,3.0,9.751576731205859
4541,75,7,14.0,7.3889266934031514
4541,75,6,3.0,8.502973310652541
4541,75,8,14.0,10.661157270729019
4541,75,9,14.0,9.027069243375543
4541,75,10,6.0,12.881825335368164
4541,75,10,14.0,12.078347147239048
4541,76,16,7.0,0.8918443465881343
4541,76,7,9.0,13.280569261268402
4541,76,8,8.0,9.673472753900782
4541,76,6,2.0,20.507348695959948
4541,76,10,4.0,40.12568067747727
4541,77,12,9.0,0.9567821691383451
4541,77,15,7.0,16.924858373521587
4541,77,6,8.0,37.14345622863185
4541,77,16,14.0,31.87384232076971
4541,77,15,6.0,15.51535379799561
4541,78,7,10.0,9.200762307050988
4541,78,6,14.0,2.101624820380956
4541,78,5,1.0,1.7072669765740145
4541,78,9,4.0,1.0381836852301431
4541,78,7,3.0,4.211608687135795
4541,79,7,4.0,5.5228339703047125
4541,79,7,5.0,1.47828376583465
4541,79,22,8.0,3.118724461909409
4541,79,15,5.0,3.538067889324784
4541,79,15,14.0,3.035198015341408
4541,79,10,2.0,7.8598405746577225
4542,0,8,12.0,5.180713119399936
4542,0,11,3.0,2.5886330328780702
4542,0,2,3.0,4.879521026389937
4542,0,5,3.0,4.954337275871841
4542,0,7,7.0,6.107528156424708
4542,1,7,14.0,3.7364365193919156
4542,1,9,6.0,11.159634931126794
4542,1,7,5.0,8.028807671831066
4542,1,6,14.0,34.64625251762374
4542,1,6,4.0,5.6381188820096595
4542,2,22,14.0,8.342207167099545
4542,2,9,14.0,3.6450623776166147
4542,2,10,5.0,6.248899123016584
4542,2,7,3.0,10.723851187460689
4542,2,11,9.0,3.5997466114800827
4542,3,6,10.0,1.9639154142291106
4542,3,6,12.0,5.311893405110032
4542,3,6,5.0,1.1663638141869768
4542,3,12,14.0,4.89630725798027
4542,3,19,2.0,21.388429619355257
4542,4,7,5.0,1.042048005416122
4542,4,8,9.0,31.415332345961396
4542,4,15,13.0,10.758693130645225
4542,4,6,10.0,44.63068513244557
4542,4,11,13.0,9.483609738856835
4542,5,7,2.0,18.13231102544747
4542,5,18,5.0,8.413450213974468
4542,5,9,4.0,21.058234206711
4542,5,6,14.0,33.839949068705174
4542,5,19,14.0,1.8131175229436383
4542,5,12,9.0,2.802544550917456
4542,6,7,3.0,2.991966891097191
4542,6,6,5.0,14.980081587476736
4542,6,11,7.0,26.115382769954085
4542,6,10,10.0,4.808620465178983
4542,6,18,4.0,16.118488460167743
4542,6,14,3.0,4.237789402412163
4542,6,7,4.0,2.9379676550587774
4542,7,6,4.0,4.614857313089037
4542,7,13,11.0,10.76328172720647
4542,7,14,12.0,10.435803333739303
4542,7,5,12.0,4.218096417843365
4542,7,6,5.0,1.2110557670715012
4542,7,8,2.0,6.135580853963042
4542,8,15,8.0,1.7705821108781052
4542,8,14,5.0,8.131789977638018
4542,8,15,11.0,42.538257094721004
4542,8,5,12.0,33.37540563791064
4542,8,11,6.0,1.987463489370525
4542,8,6,14.0,8.013935928668216
4542,9,15,1.0,24.266464928992537
4542,9,17,10.0,2.514273465758485
4542,9,13,1.0,4.287129101998754
4542,9,6,14.0,11.198560712857176
4542,9,12,4.0,15.221853728760196
4542,10,16,28.0,2.9879999871087506
4542,10,7,6.0,13.128308646911657
4542,10,5,2.0,5.741594690395744
4542,10,5,5.0,1.3549662896455077
4542,10,6,4.0,3.564024904023303
4542,11,6,14.0,8.446324991138827
4542,11,8,9.0,7.235224043295319
4542,11,9,2.0,8.444713914943065
4542,11,18,7.0,11.876669464444376
4542,11,8,4.0,8.354244094015717
4542,12,7,1.0,2.065345125672804
4542,12,5,14.0,11.65605879631503
4542,12,11,4.0,2.0132958731922375
4542,12,6,4.0,6.404888082581983
4542,12,10,5.0,5.210333500062871
4542,13,12,14.0,5.038185616213851
4542,13,9,3.0,7.6932542564003885
4542,13,6,2.0,2.1579394557383105
4542,13,5,12.0,5.947960582901927
4542,13,6,7.0,1.3715303083885995
4542,14,7,11.0,2.591245268699062
4542,14,12,9.0,5.156587812520082
4542,14,7,7.0,9.193278208467685
4542,14,6,7.0,2.049026373065503
4542,14,11,11.0,8.971415247710004
4542,15,7,6.0,3.1732726934656434
4542,15,9,1.0,6.5903193257704675
4542,15,6,7.0,14.711462236162431
4542,15,15,3.0,11.545955170053865
4542,15,3,2.0,0.9886121792096121
4542,15,10,5.0,17.509610344191255
4542,16,8,4.0,15.25879305002881
4542,16,6,7.0,8.49886964198042
4542,16,6,4.0,3.1418532350644197
4542,16,10,4.0,19.850347964393112
4542,16,10,7.0,5.656726012950733
4542,17,7,7.0,7.308916588684373
4542,17,5,3.0,7.926959477126359
4542,17,10,9.0,5.250920077790272
4542,17,8,5.0,2.30225368161734
4542,17,7,4.0,12.116957990972352
4542,17,13,14.0,3.927858235346096
4542,17,7,6.0,3.8268189307592038
4542,18,8,6.0,11.573514341457443
4542,18,8,4.0,18.871834675801036
4542,18,18,1.0,21.399991204625344
4542,18,14,8.0,1.3251186839117624
4542,18,7,9.0,10.212165721461604
4542,19,11,7.0,41.045542434761366
4542,19,7,10.0,2.1288684448218365
4542,19,6,3.0,6.030293097757148
4542,19,7,6.0,8.89963173426707
4542,19,8,2.0,23.701674167760608
4542,20,7,2.0,2.3400771335577315
4542,20,14,4.0,5.220890202475059
4542,20,15,2.0,1.1165295397873891
4542,20,19,2.0,3.841008604948016
4542,20,10,6.0,8.154219732926515
4542,21,15,3.0,10.091278464358485
4542,21,6,14.0,6.731893289600123
4542,21,16,2.0,2.1484594393756358
4542,21,9,9.0,8.051953134181993
4542,21,11,6.0,3.008861970342383
4542,22,16,11.0,28.59849741709091
4542,22,11,6.0,1.3605502806477947
4542,22,8,14.0,1.0301040484777242
4542,22,15,3.0,6.125535887945175
4542,22,8,2.0,14.305313068935078
4542,23,9,3.0,4.102624503417986
4542,23,7,8.0,7.423795965844277
4542,23,13,13.0,3.8032070828567455
4542,23,12,5.0,3.4385944148470484
4542,23,10,7.0,12.970855352202497
4542,24,8,7.0,29.60826529841254
4542,24,19,7.0,7.95006203155811
4542,24,7,9.0,3.1897933905915936
4542,24,6,3.0,12.614588292369001
4542,24,6,5.0,20.736924509370038
4542,25,16,3.0,1.2519689124798334
4542,25,5,7.0,8.327331941681381
4542,25,8,6.0,10.489697504203882
4542,25,6,2.0,0.9607774732142098
4542,25,18,1.0,10.747163846637
4542,26,13,7.0,1.750645517797572
4542,26,7,9.0,2.67426201440289
4542,26,11,10.0,1.1549841958408842
4542,26,21,3.0,20.357373017304923
4542,26,6,5.0,10.099026439580806
4542,27,7,7.0,16.477516011051257
4542,27,6,7.0,21.878940566996786
4542,27,7,7.0,31.532533067604582
4542,27,7,2.0,8.830850415568385
4542,27,6,3.0,2.216287684675321
4542,28,7,5.0,18.953018285025106
4542,28,7,2.0,1.0643738124326776
4542,28,6,14.0,13.690529897754985
4542,28,17,7.0,2.6230084683956463
4542,28,6,13.0,34.318910539380965
4542,28,14,6.0,3.1889411338219267
4542,29,8,4.0,2.4769722018918108
4542,29,13,5.0,27.63208647755164
4542,29,12,3.0,8.302355465384437
4542,29,8,9.0,20.176376208081454
4542,29,7,7.0,37.38375841763747
4542,30,15,4.0,17.53935426957864
4542,30,6,7.0,7.131435457122765
4542,30,8,2.0,2.7748869290539333
4542,30,7,14.0,8.931926543309086
4542,30,16,3.0,21.88136649991408
4542,31,21,1.0,6.002285802099239
4542,31,15,3.0,1.9120662567190698
4542,31,8,10.0,4.149124643400992
4542,31,9,9.0,20.653420777968226
4542,31,6,3.0,7.129844402134666
4542,32,7,8.0,6.133872054459923
4542,32,21,2.0,0.9417446592563024
4542,32,12,6.0,2.2728992606738414
4542,32,9,7.0,30.494175860676684
4542,32,7,10.0,7.820036954882508
4542,32,19,5.0,22.657329178714274
4542,33,6,9.0,38.237894615701606
4542,33,9,13.0,3.968920267206409
4542,33,11,6.0,1.1134066073841389
4542,33,13,11.0,12.405135842297874
4542,33,7,7.0,25.478946432153318
4542,33,6,8.0,6.74852204573096
4542,33,10,3.0,29.50978755579275
4542,34,9,13.0,9.540255255753282
4542,34,6,9.0,11.215202713111827
4542,34,7,7.0,28.767505685991388
4542,34,10,1.0,6.096120200842587
4542,34,7,10.0,3.656232056867775
4542,34,14,2.0,6.224188171906004
4542,35,9,2.0,3.728404129354319
4542,35,7,10.0,1.5633394706748316
4542,35,6,4.0,18.27039944424688
4542,35,9,4.0,3.9327021583950312
4542,35,9,3.0,3.694207412909843
4542,36,11,4.0,8.010232793887566
4542,36,6,12.0,11.742400492745604
4542,36,7,4.0,10.979698184979707
4542,36,7,14.0,5.88781223826467
4542,36,11,14.0,2.477113481944129
4542,37,6,7.0,11.94274839909179
4542,37,7,5.0,9.527587968576537
4542,37,9,3.0,13.77566331930226
4542,37,15,5.0,5.027553523469863
4542,37,12,4.0,9.338960218420484
4542,37,6,8.0,4.348718070001931
4542,37,7,10.0,3.6881781011351795
4542,38,5,8.0,13.522971400846025
4542,38,6,7.0,5.181777608344271
4542,38,9,5.0,3.6468164207842904
4542,38,6,9.0,27.188361880846212
4542,38,8,8.0,9.325960396210315
4542,39,8,8.0,7.958030663437972
4542,39,11,4.0,8.204589275597971
4542,39,8,5.0,14.820296103079542
4542,39,7,11.0,9.635366137599158
4542,39,9,3.0,4.167010509403352
4542,40,7,6.0,37.29509244555093
4542,40,6,10.0,1.4767199180018442
4542,40,7,5.0,10.264986802747455
4542,40,14,14.0,26.925879299708793
4542,40,7,4.0,5.19223439699138
4542,40,7,6.0,12.854899162083367
4542,41,8,13.0,4.310333444383033
4542,41,7,3.0,37.317912951217764
4542,41,8,3.0,11.8205976394453
4542,41,8,2.0,6.074467602144065
4542,41,9,5.0,4.892291903232778
4542,41,21,6.0,3.2376213532384175
4542,42,11,11.0,10.591681994773193
4542,42,14,3.0,43.84326327496343
4542,42,7,3.0,7.480499563973056
4542,42,6,4.0,12.336117295706915
4542,42,20,14.0,3.073632292941802
4542,43,9,8.0,5.20824211992345
4542,43,8,4.0,1.013639882050032
4542,43,1,9.0,27.920948772954723
4542,43,4,3.0,34.20351689279648
4542,43,9,4.0,12.259886026645331
4542,44,8,12.0,37.71495556801288
4542,44,10,5.0,32.432823141311545
4542,44,16,13.0,21.333940813117604
4542,44,7,13.0,3.7219531271660693
4542,44,11,9.0,1.7430179617836141
4542,44,5,13.0,6.495863614856039
4542,45,7,7.0,3.6186095606952042
4542,45,7,6.0,1.804628636469884
4542,45,6,5.0,1.4469693843918663
4542,45,6,3.0,6.302401931740034
4542,45,7,5.0,11.65042773544399
4542,46,6,4.0,4.608854219115352
4542,46,6,3.0,4.444435632986619
4542,46,8,14.0,4.195944797635454
4542,46,12,10.0,10.121107988705667
4542,46,10,5.0,7.7220797132622385
4542,47,6,7.0,1.964734566925535
4542,47,8,6.0,24.72667721391909
4542,47,20,6.0,1.501491978232408
4542,47,7,4.0,20.83443485480672
4542,47,7,7.0,17.199828078350844
4542,48,8,2.0,10.78033101959497
4542,48,15,12.0,3.065871567659507
4542,48,11,3.0,6.38088822244108
4542,48,6,4.0,12.998317587621116
4542,48,8,7.0,1.2354051782173452
4542,48,4,7.0,29.76094602730171
4542,49,11,14.0,21.643186587644824
4542,49,5,2.0,37.94715400128444
4542,49,6,6.0,1.1258004237817383
4542,49,7,6.0,1.1127336954822018
4542,49,7,1.0,9.79631151451929
4542,49,6,5.0,13.608155526038633
4542,50,6,4.0,33.102390848974466
4542,50,7,3.0,18.73444289093125
4542,50,7,10.0,3.1769441377169456
4542,50,13,13.0,3.8146676325220845
4542,50,12,11.0,3.145055216085536
4542,51,10,5.0,4.321133931962788
4542,51,6,6.0,29.2585274612816
4542,51,21,3.0,13.727204459023254
4542,51,7,3.0,21.038731751847475
4542,51,11,2.0,6.709972921971296
4542,52,8,2.0,29.0965155560511
4542,52,17,3.0,12.542914010837508
4542,52,12,14.0,9.832644674075661
4542,52,7,7.0,3.9324795021044654
4542,52,11,11.0,5.068959393278194
4542,52,6,14.0,2.031595275413483
4542,53,12,5.0,4.693023248377854
4542,53,5,3.0,4.993540039440016
4542,53,9,5.0,6.749906884676775
4542,53,13,2.0,3.8563644767014935
4542,53,7,2.0,40.03322239228881
4542,53,10,5.0,12.486433446961732
4542,54,6,2.0,4.827185708718555
