capacity_pct,grid,dev_realized,reliability_pct,delivered_ratio_vs_ll,critical_request_served_count,critical_request_count,p95_wait_minutes,squared_load_proxy_ratio_vs_anchor,ramp_p95_ratio_vs_anchor,peak_to_average_ratio,all_pass,driver_pass,fleet_pass,grid_pass,U_D,U_F,U_G
20,PeakPenalty,0.0371677252882868,89.80008928054005,0.9817572563352632,445.6,4937.6,60.0,1.0552899089680803,1.032211676732816,2.5548403305013836,0.0,0.0,0.0,0.8,0.7419640643371039,0.23456413053541733,0.6704353768828589
20,PeakPenalty,0.0494156503644881,89.77964583133478,0.9786928033715927,447.4,4937.6,60.0,1.0865538160386943,1.052843255680184,2.4851839809004823,0.0,0.0,0.0,0.6,0.707083457049072,0.2347464053247887,0.6283501602608108
20,PeakPenalty,0.0737364370599975,89.61667197924272,0.9720053822937187,450.2,4937.4,60.0,1.1651369901406474,1.0592721694947753,2.3767407672263303,0.0,0.0,0.0,0.0,0.6303732350523586,0.2350317905644507,0.6191316973267937
20,PeakPenalty,0.0976171114181145,89.28733838685369,0.966353350336156,454.4,4937.4,60.599999999999966,1.2561791083595906,1.101966062697728,2.2368932852919814,0.0,0.0,0.0,0.0,0.5645818162065395,0.2323515255722139,0.5246763880623826
20,PeakPenalty,0.1439510915079742,89.6584672874691,0.9646117334703137,462.4,4937.4,72.0,1.4575771629880039,1.052843255680184,2.060606386643471,0.0,0.0,0.0,0.0,0.5466719001407089,0.1741554573823272,0.6392099208980042
20,PeakPenalty,0.2032127469331808,89.4983374391009,0.9594060029058307,472.4,4936.4,84.0,1.679536636392287,1.134835394497172,1.9339026635939085,0.0,0.0,0.0,0.0,0.48679156190656997,0.1130660259368734,0.41293670770980995
20,PeakPenalty,0.2800697790508459,89.61524113677547,0.9560743641143011,479.4,4936.4,96.59999999999997,1.9059645882767668,1.1200985523919085,1.7769325667322875,0.0,0.0,0.0,0.0,0.4495654059468336,0.048557653350619887,0.43186519403197476
20,PeakPenalty,0.3736608864604598,89.9125059501952,0.9568263705055882,492.8,4936.2,84.0,2.3058856327932227,1.052843255680184,1.6002506284017286,0.0,0.0,0.0,0.0,0.45958622928682535,0.11513433146074328,0.5434583888617255
35,NoGrid,0.0,95.35223746434617,1.0,569.4,4935.2,0.0,1.0,1.0,4.649269920723806,1.0,1.0,1.0,1.0,0.9767611873217309,0.5576876317069217,0.6228201873270005
35,NoGrid,0.0125,95.18763753579785,0.9941293344761769,574.6,4935.4,1.1999999999999316,1.0412020373727262,0.9578417355050017,4.454650984844946,1.0,1.0,1.0,1.0,0.9143679382938326,0.551962100336346,0.6801789118894475
35,NoGrid,0.0248641392971173,95.14254776892601,0.988622859129836,577.0,4935.6,60.0,1.1023994938986021,1.0178895756930495,4.217757935051423,0.0,0.0,0.0,0.4,0.8563917865908424,0.2459528730042953,0.6446795936269389
35,NoGrid,0.0371677252882868,95.1691535716515,0.9810995734565214,578.2,4935.6,60.0,1.178918377852876,1.1089988958258776,4.006353443220183,0.0,0.0,0.0,0.0,0.7776222494095378,0.2460744387713753,0.5753357879657892
35,NoGrid,0.0494156503644881,95.07733028024093,0.9770866945210457,579.4,4935.4,60.0,1.2382182875600454,1.1484340681011398,3.8241864850119405,0.0,0.0,0.0,0.0,0.735076940883279,0.24619838310977835,0.5528652967835141
35,NoGrid,0.0737364370599975,94.86670043224495,0.971782992827474,582.8,4935.4,60.0,1.3704012471965068,1.1810547559688669,3.535435141503555,0.0,0.0,0.0,0.0,0.6783997342664062,0.24654283340762653,0.5405815237113276
35,NoGrid,0.0976171114181145,94.67862782309034,0.9669560884355082,586.8,4935.4,72.59999999999997,1.5044363532560285,1.1584620919001996,3.2842332162173635,0.0,0.0,0.0,0.0,0.626835859122109,0.181323069052154,0.5752116726412526
35,NoGrid,0.1439510915079742,94.81788716560493,0.9708791381990304,599.6,4935.4,84.59999999999997,1.8315698310119792,1.240049585215759,2.878911302141856,0.0,0.0,0.0,0.0,0.6686762392968146,0.12011982311464134,0.5075746370435292
35,NoGrid,0.2032127469331808,94.191722762105,0.956944696932642,602.2,4935.4,73.19999999999993,2.227082117022136,1.217148505277778,2.5406506521265166,0.0,0.0,0.0,0.0,0.5194040606762493,0.17975822628358426,0.5214175967753512
35,NoGrid,0.2800697790508459,94.37644008350546,0.9553865518148432,615.2,4935.2,96.0,2.8845235842717107,1.1587683918550378,2.16636484895954,0.0,0.0,0.0,0.0,0.5039861638361318,0.06232776787161615,0.541250195341425
35,NoGrid,0.3736608864604598,94.37456077059105,0.9579332094586587,630.4,4935.2,60.599999999999966,3.7444798458817714,1.1997931095426915,1.8674045754748263,0.0,0.0,0.0,0.0,0.5306855527733136,0.24824272572540138,0.43511636868719894
35,PeakPenalty,0.0,95.35223746434617,1.0,568.8,4935.2,0.0,0.9626271277823306,1.0,4.034620851869691,1.0,1.0,1.0,1.0,0.9767611873217309,0.5576268438969039,0.6997081660709261
35,PeakPenalty,0.0125,95.37664822676524,0.991688701088299,573.6,4935.4,0.0,1.012491856725422,1.0576386403462052,3.8665126552113747,0.4,1.0,1.0,0.4,0.8897161653344261,0.5581107914252138,0.6597132268975292
35,PeakPenalty,0.0248641392971173,95.19214174980141,0.9869491556019883,576.0,4935.4,36.599999999999966,1.0896712369423582,1.1223881670553033,3.6904165953281924,0.0,0.0,0.4,0.2,0.8390863218482909,0.3677289328119303,0.6107460547577288
35,PeakPenalty,0.0371677252882868,95.07496754339596,0.9822879739623656,578.6,4935.6,60.0,1.1384371061349388,1.1335338691012857,3.6027138081603582,0.0,0.0,0.0,0.0,0.7896150025112154,0.2461149606937353,0.6048266030835336
35,PeakPenalty,0.0494156503644881,95.09795580783447,0.9777643290977714,581.0,4935.6,60.0,1.1838236084404987,1.0978211669625273,3.479089552026614,0.0,0.0,0.0,0.0,0.742286950988269,0.2463580922278953,0.6473012692925375
35,PeakPenalty,0.0737364370599975,94.95785515833644,0.9752489762017531,585.4,4935.2,60.0,1.3104221146465933,1.1427272089814817,3.212898494458087,0.0,0.0,0.0,0.0,0.7152059795517701,0.24680863997406388,0.6215565644088226
35,PeakPenalty,0.0976171114181145,94.72388627873792,0.9689412659608914,588.2,4935.4,60.599999999999966,1.4521547887909623,1.2218948854666916,3.0226739477378355,0.0,0.0,0.0,0.0,0.6478822568578375,0.24396490152773856,0.5530547933678787
35,PeakPenalty,0.1439510915079742,94.58854482781535,0.9631835751402018,593.8,4935.8,85.7999999999999,1.7782826845078687,1.2867408009429233,2.6290138031231582,0.0,0.0,0.0,0.0,0.5868201540677583,0.11327735625430581,0.4997980652128827
35,PeakPenalty,0.2032127469331808,94.42305723131321,0.9622992256897456,607.6,4935.6,73.19999999999993,2.2442241895313457,1.3147977986892538,2.3764893971856864,0.0,0.0,0.0,0.0,0.5767178534674983,0.18030280006483543,0.44751583025011443
35,PeakPenalty,0.2800697790508459,94.42280323897852,0.952325469017522,616.0,4935.2,85.19999999999993,2.8563819316788543,1.2608714163209702,2.0793031575283565,0.0,0.0,0.0,0.0,0.47211401619489257,0.11865881828497361,0.4595326766911715
35,PeakPenalty,0.3736608864604598,94.35468926194756,0.953306875536309,628.6,4935.2,84.59999999999997,3.7080805937303376,1.2734823978952279,1.819777046168928,0.0,0.0,0.0,0.0,0.48206622212275707,0.12306036229534789,0.376276064956644
50,NoGrid,0.0,95.35223746434617,1.0,569.4,4935.2,0.0,1.0,1.0,5.291038252426278,1.0,1.0,1.0,1.0,0.9767611873217309,0.5576876317069217,0.587266496156662
50,NoGrid,0.0125,95.18949006713834,0.995741410436937,574.8,4935.2,12.0,1.0551235217090713,0.9640433712421446,5.005583798623104,0.4,0.6,0.8,0.8,0.9347494323670525,0.4873127361814793,0.6436618293363983
50,NoGrid,0.0248641392971173,95.07440601808392,0.991719394538783,576.0,4935.2,25.799999999999898,1.0937118967882948,0.9709116952803336,4.7930703749481625,0.0,0.0,0.6,0.4,0.8952646312602165,0.4058740281135723,0.6540507073310455
50,NoGrid,0.0371677252882868,95.0085220348428,0.9857700229084481,577.4,4935.0,60.0,1.1724028958413288,1.0410172369639712,4.52247146024602,0.0,0.0,0.0,0.0,0.8373803998978571,0.20389057750759865,0.6056238149933548
50,NoGrid,0.0494156503644881,94.98322360446993,0.9801836798558557,579.6,4935.2,72.0,1.2141794344558594,1.058885631097613,4.370436498523505,0.0,0.0,0.0,0.0,0.7832110707804725,0.13318910958360763,0.5991024391312769
50,NoGrid,0.0737364370599975,95.07652187848304,0.9739034509451224,585.6,4935.2,60.599999999999966,1.362161426450032,1.168425120143969,4.0046151715610305,0.0,0.0,0.0,0.0,0.7229220045462821,0.20117287420860885,0.5147255111718669
50,NoGrid,0.0976171114181145,94.63091315512936,0.9697040619043091,590.6,4935.2,60.0,1.5166887028193528,1.258149657543876,3.7021878148223926,0.0,0.0,0.0,0.0,0.6800686546869708,0.20522553858287076,0.44195764047581987
50,NoGrid,0.1439510915079742,94.56435226208241,0.9621907683752233,598.2,4935.0,84.59999999999997,1.843496221039264,1.1289184462698287,3.212930714502177,0.0,0.0,0.0,0.0,0.6070515031553556,0.06060790273556232,0.5752577861707326
50,NoGrid,0.2032127469331808,94.35458330046633,0.9568313856833134,607.4,4935.2,72.0,2.2896730154730216,1.1755473541803394,2.8034808692490962,0.0,0.0,0.0,0.0,0.5541554584299132,0.13600561144776716,0.5196989496290672
50,NoGrid,0.2800697790508459,94.21380681968833,0.9532264370250558,615.6,4935.2,84.0,2.9211694546688625,1.1979974602485277,2.3365812542624953,0.0,0.0,0.0,0.0,0.5185769450244635,0.06591439236907462,0.4709713234683448
50,NoGrid,0.3736608864604598,94.19080831257727,0.9540510326208063,630.6,4935.2,84.59999999999997,3.798246987824882,1.1573371842366347,2.074199045000117,0.0,0.0,0.0,0.0,0.5264391720982459,0.06388798832874049,0.43241048358844403
50,PeakPenalty,0.0,95.35223746434617,1.0,569.4,4935.2,0.0,0.9761434898442355,1.0,4.649269920723806,1.0,1.0,1.0,1.0,0.9767611873217309,0.5576876317069217,0.6548833656575561
50,PeakPenalty,0.0125,95.32750989600927,0.9966664166663562,574.8,4935.2,0.5999999999999658,1.0359272339363748,0.9192102198671623,4.489632534616726,1.0,1.0,1.0,1.0,0.9443881335535604,0.5546886227063023,0.7405228637475493
50,PeakPenalty,0.0248641392971173,95.1663959275072,0.9902510617300537,577.0,4935.4,60.0,1.073417585282399,0.9486854741707613,4.358316567240214,0.0,0.0,0.0,0.8,0.881519783528287,0.20384531264504765,0.7214133744010964
50,PeakPenalty,0.0371677252882868,95.09723682865642,0.9830005963728082,575.0,4935.4,60.0,1.1495863935679427,1.0560355843713085,4.122459784649427,0.0,0.0,0.0,0.0,0.8110322667797429,0.20364269482278402,0.6344715740208027
50,PeakPenalty,0.0494156503644881,95.04960026207692,0.9813364809743019,579.0,4935.4,60.0,1.229593597838514,1.0038410410735623,3.9164459486074064,0.0,0.0,0.0,0.0,0.7946952664688256,0.2040479304673113,0.6952989485028092
50,PeakPenalty,0.0737364370599975,95.07269440170805,0.9762782629751147,586.8,4935.4,60.0,1.378060064939766,1.1129746813830421,3.59604840014361,0.0,0.0,0.0,0.0,0.7458770343684598,0.20483813997413952,0.6066630913346494
50,PeakPenalty,0.0976171114181145,94.93210099155553,0.9698414103336169,588.6,4935.4,60.599999999999966,1.5113183807656498,1.1846247362167701,3.3817741125492744,0.0,0.0,0.0,0.0,0.6829033162018818,0.20147439672339684,0.5446398206033993
50,PeakPenalty,0.1439510915079742,94.37564084589425,0.9590693888510466,592.8,4935.4,72.59999999999997,1.7606582922220475,1.1410614545127251,3.109125475529008,0.0,0.0,0.0,0.0,0.5759114108554911,0.13097790833454764,0.5840127560583948
50,PeakPenalty,0.2032127469331808,94.4719158666864,0.9548755245464566,602.0,4935.2,84.59999999999997,2.1843368154464775,1.2367572201003836,2.7065511653992025,0.0,0.0,0.0,0.0,0.535820926563295,0.06099043605122386,0.4839055679921427
50,PeakPenalty,0.2800697790508459,94.25895105565658,0.9483156014167387,609.8,4935.2,72.59999999999997,2.850150756378172,1.2708568503514397,2.295109086969288,0.0,0.0,0.0,0.0,0.4712947552782829,0.13270266339705855,0.41448216896818724
50,PeakPenalty,0.3736608864604598,94.33013758456387,0.9576038976658303,632.0,4935.2,61.19999999999993,3.765999539536388,1.1770572699518884,1.9897125752691731,0.0,0.0,0.0,0.0,0.5615065874176023,0.2023276988925412,0.426056868085285
