capacity_pct,grid,dev_realized,reliability_pct,delivered_ratio_vs_ll,critical_request_served_count,critical_request_count,p95_wait_minutes,squared_load_proxy_ratio_vs_anchor,ramp_p95_ratio_vs_anchor,peak_to_average_ratio,all_pass,driver_pass,fleet_pass,grid_pass,U_D,U_F,U_G
20,PeakPenalty,0.025,95.25,0.97,96.0,100.0,8.0,1.1254,1.0924,1.55,0.37853641386312553,1.0,1.0,1.0,0.9484722222222222,0.9522222222222222,0.9491703537007399
20,PeakPenalty,0.0375,92.875,0.955,94.0,100.0,9.5,1.1529,1.1122,1.575,0.2357897558102062,0.0,1.0,0.0,0.9227083333333332,0.9283333333333332,0.9237555305511098
20,PeakPenalty,0.05,90.5,0.94,92.0,100.0,11.0,1.1804000000000001,1.1320000000000001,1.6,0.1645770905872917,0.0,1.0,0.0,0.8969444444444444,0.9044444444444444,0.8983407074014798
20,PeakPenalty,0.075,85.75,0.91,88.0,100.0,14.0,1.2354,1.1716,1.65,0.11384394100580576,0.0,1.0,0.0,0.8454166666666667,0.8566666666666667,0.8475110611022199
20,PeakPenalty,0.1,81.0,0.88,84.0,100.0,17.0,1.2904,1.2112,1.7,0.10281415084809052,0.0,0.0,0.0,0.7938888888888889,0.8088888888888889,0.7966814148029597
20,PeakPenalty,0.15,71.50000000000001,0.8200000000000001,76.0,100.0,23.0,1.4004,1.2904,1.8,0.10010368192002084,0.0,0.0,0.0,0.6908333333333335,0.7133333333333334,0.6950221222044395
20,PeakPenalty,0.22,58.20000000000001,0.736,64.8,100.0,31.4,1.5544,1.40128,1.94,0.10000084765021607,0.0,0.0,0.0,0.5465555555555556,0.5795555555555556,0.5526991125665113
20,PeakPenalty,0.32,39.2,0.616,48.8,100.0,43.4,1.7744,1.5596800000000002,2.14,0.10000000067782866,0.0,0.0,0.0,0.34044444444444444,0.3884444444444444,0.3493805273694709
20,PeakPenalty,0.45,14.500000000000002,0.45999999999999996,27.999999999999993,100.0,59.0,2.0604,1.7656,2.4,0.10000000000004562,0.0,0.0,0.0,0.07250000000000001,0.13999999999999996,0.08506636661331868
35,NoGrid,0.0,100.0,1.0,100.0,100.0,5.0,1.1400000000000001,1.105,1.5,0.99,1.0,1.0,1.0,1.0,1.0,0.9899897010861962
35,NoGrid,0.0125,97.625,0.985,98.0,100.0,6.5,1.1712500000000001,1.1275,1.525,0.5453351370555641,1.0,1.0,1.0,0.9742361111111111,0.9761111111111112,0.9624899871671352
35,NoGrid,0.025,95.25,0.97,96.0,100.0,8.0,1.2025000000000001,1.15,1.55,0.27575104972449427,1.0,1.0,0.0,0.9484722222222222,0.9522222222222222,0.9349902732480742
35,NoGrid,0.0375,92.875,0.955,94.0,100.0,9.5,1.2337500000000001,1.1724999999999999,1.575,0.13443185825210413,0.0,1.0,0.0,0.9227083333333332,0.9283333333333332,0.9074905593290132
35,NoGrid,0.05,90.5,0.94,92.0,100.0,11.0,1.2650000000000001,1.195,1.6,0.06393131968141878,0.0,1.0,0.0,0.8969444444444444,0.9044444444444444,0.8799908454099521
35,NoGrid,0.075,85.75,0.91,88.0,100.0,14.0,1.3275000000000001,1.24,1.65,0.013705501595747694,0.0,1.0,0.0,0.8454166666666667,0.8566666666666667,0.8249914175718301
35,NoGrid,0.1,81.0,0.88,84.0,100.0,17.0,1.3900000000000001,1.2850000000000001,1.7,0.0027860093396096146,0.0,0.0,0.0,0.7938888888888889,0.8088888888888889,0.7699919897337081
35,NoGrid,0.15,71.50000000000001,0.8200000000000001,76.0,100.0,23.0,1.5150000000000001,1.375,1.8,0.00010264510082062934,0.0,0.0,0.0,0.6908333333333335,0.7133333333333334,0.6599931340574641
35,NoGrid,0.22,58.20000000000001,0.736,64.8,100.0,31.4,1.69,1.501,1.94,8.39173713897715e-07,0.0,0.0,0.0,0.5465555555555556,0.5795555555555556,0.5059947361107227
35,NoGrid,0.32,39.2,0.616,48.8,100.0,43.4,1.94,1.681,2.14,6.710503743553574e-10,0.0,0.0,0.0,0.34044444444444444,0.3884444444444444,0.2859970247582345
35,NoGrid,0.45,14.500000000000002,0.45999999999999996,27.999999999999993,100.0,59.0,2.265,1.915,2.4,4.515820353733034e-14,0.0,0.0,0.0,0.07250000000000001,0.13999999999999996,0.0
35,PeakPenalty,0.0,100.0,1.0,100.0,100.0,5.0,1.1232,1.0924,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,PeakPenalty,0.0125,97.625,0.985,98.0,100.0,6.5,1.1507,1.1122,1.525,0.6453351370555641,1.0,1.0,1.0,0.9742361111111111,0.9761111111111112,0.9746891406401152
35,PeakPenalty,0.025,95.25,0.97,96.0,100.0,8.0,1.1782,1.1320000000000001,1.55,0.37575104972449425,1.0,1.0,1.0,0.9484722222222222,0.9522222222222222,0.9493782812802304
35,PeakPenalty,0.0375,92.875,0.955,94.0,100.0,9.5,1.2057,1.1518,1.575,0.23443185825210414,0.0,1.0,0.0,0.9227083333333332,0.9283333333333332,0.9240674219203456
35,PeakPenalty,0.05,90.5,0.94,92.0,100.0,11.0,1.2332,1.1716,1.6,0.16393131968141877,0.0,1.0,0.0,0.8969444444444444,0.9044444444444444,0.8987565625604608
35,PeakPenalty,0.075,85.75,0.91,88.0,100.0,14.0,1.2882,1.2112,1.65,0.1137055015957477,0.0,1.0,0.0,0.8454166666666667,0.8566666666666667,0.8481348438406913
35,PeakPenalty,0.1,81.0,0.88,84.0,100.0,17.0,1.3432,1.2508,1.7,0.10278600933960962,0.0,0.0,0.0,0.7938888888888889,0.8088888888888889,0.7975131251209218
35,PeakPenalty,0.15,71.50000000000001,0.8200000000000001,76.0,100.0,23.0,1.4532,1.33,1.8,0.10010264510082063,0.0,0.0,0.0,0.6908333333333335,0.7133333333333334,0.6962696876813823
35,PeakPenalty,0.22,58.20000000000001,0.736,64.8,100.0,31.4,1.6072000000000002,1.44088,1.94,0.1000008391737139,0.0,0.0,0.0,0.5465555555555556,0.5795555555555556,0.5545288752660276
35,PeakPenalty,0.32,39.2,0.616,48.8,100.0,43.4,1.8272,1.59928,2.14,0.10000000067105037,0.0,0.0,0.0,0.34044444444444444,0.3884444444444444,0.3520420003869492
35,PeakPenalty,0.45,14.500000000000002,0.45999999999999996,27.999999999999993,100.0,59.0,2.1132,1.8052000000000001,2.4,0.10000000000004516,0.0,0.0,0.0,0.07250000000000001,0.13999999999999996,0.08880906304414726
50,NoGrid,0.0,100.0,1.0,100.0,100.0,5.0,1.2,1.15,1.5,0.98,1.0,1.0,1.0,1.0,1.0,0.9857910470352292
50,NoGrid,0.0125,97.625,0.985,98.0,100.0,6.5,1.23125,1.1724999999999999,1.525,0.5398267013277301,1.0,1.0,1.0,0.9742361111111111,0.9761111111111112,0.9584079623953617
50,NoGrid,0.025,95.25,0.97,96.0,100.0,8.0,1.2625,1.195,1.55,0.27296568558586304,1.0,1.0,0.0,0.9484722222222222,0.9522222222222222,0.9310248777554941
50,NoGrid,0.0375,92.875,0.955,94.0,100.0,9.5,1.29375,1.2175,1.575,0.13307396069400207,0.0,1.0,0.0,0.9227083333333332,0.9283333333333332,0.9036417931156268
50,NoGrid,0.05,90.5,0.94,92.0,100.0,11.0,1.325,1.24,1.6,0.06328554877554587,0.0,1.0,0.0,0.8969444444444444,0.9044444444444444,0.8762587084757593
50,NoGrid,0.075,85.75,0.91,88.0,100.0,14.0,1.3875,1.2850000000000001,1.65,0.013567062185689637,0.0,1.0,0.0,0.8454166666666667,0.8566666666666667,0.8214925391960243
50,NoGrid,0.1,81.0,0.88,84.0,100.0,17.0,1.45,1.33,1.7,0.0027578678311287095,0.0,0.0,0.0,0.7938888888888889,0.8088888888888889,0.7667263699162894
50,NoGrid,0.15,71.50000000000001,0.8200000000000001,76.0,100.0,23.0,1.575,1.42,1.8,0.00010160828162042097,0.0,0.0,0.0,0.6908333333333335,0.7133333333333334,0.6571940313568194
50,NoGrid,0.22,58.20000000000001,0.736,64.8,100.0,31.4,1.75,1.546,1.94,8.30697211737132e-07,0.0,0.0,0.0,0.5465555555555556,0.5795555555555556,0.5038487573735615
50,NoGrid,0.32,39.2,0.616,48.8,100.0,43.4,2.0,1.726,2.14,6.642720877457073e-10,0.0,0.0,0.0,0.34044444444444444,0.3884444444444444,0.28478408025462176
50,NoGrid,0.45,14.500000000000002,0.45999999999999996,27.999999999999993,100.0,59.0,2.325,1.96,2.4,4.47020600672563e-14,0.0,0.0,0.0,0.07250000000000001,0.13999999999999996,0.0
50,PeakPenalty,0.0,100.0,1.0,100.0,100.0,5.0,1.176,1.1320000000000001,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,PeakPenalty,0.0125,97.625,0.985,98.0,100.0,6.5,1.2035,1.1518,1.525,0.6398267013277301,1.0,1.0,1.0,0.9742361111111111,0.9761111111111112,0.9747917744058056
50,PeakPenalty,0.025,95.25,0.97,96.0,100.0,8.0,1.231,1.1716,1.55,0.37296568558586307,1.0,1.0,1.0,0.9484722222222222,0.9522222222222222,0.949583548811611
50,PeakPenalty,0.0375,92.875,0.955,94.0,100.0,9.5,1.2585,1.1914,1.575,0.23307396069400207,0.0,1.0,0.0,0.9227083333333332,0.9283333333333332,0.9243753232174166
50,PeakPenalty,0.05,90.5,0.94,92.0,100.0,11.0,1.286,1.2112,1.6,0.16328554877554588,0.0,1.0,0.0,0.8969444444444444,0.9044444444444444,0.899167097623222
50,PeakPenalty,0.075,85.75,0.91,88.0,100.0,14.0,1.341,1.2508,1.65,0.11356706218568964,0.0,1.0,0.0,0.8454166666666667,0.8566666666666667,0.8487506464348331
50,PeakPenalty,0.1,81.0,0.88,84.0,100.0,17.0,1.396,1.2904,1.7,0.10275786783112871,0.0,0.0,0.0,0.7938888888888889,0.8088888888888889,0.7983341952464441
50,PeakPenalty,0.15,71.50000000000001,0.8200000000000001,76.0,100.0,23.0,1.506,1.3696000000000002,1.8,0.10010160828162043,0.0,0.0,0.0,0.6908333333333335,0.7133333333333334,0.697501292869666
50,PeakPenalty,0.22,58.20000000000001,0.736,64.8,100.0,31.4,1.6600000000000001,1.48048,1.94,0.10000083069721175,0.0,0.0,0.0,0.5465555555555556,0.5795555555555556,0.5563352295421771
50,PeakPenalty,0.32,39.2,0.616,48.8,100.0,43.4,1.88,1.6388800000000001,2.14,0.10000000066427209,0.0,0.0,0.0,0.34044444444444444,0.3884444444444444,0.35466942478862107
50,PeakPenalty,0.45,14.500000000000002,0.45999999999999996,27.999999999999993,100.0,59.0,2.166,1.8448000000000002,2.4,0.1000000000000447,0.0,0.0,0.0,0.07250000000000001,0.13999999999999996,0.09250387860899834
